,xmin,ymin,xmax,ymax,label,score,image_path,Dead,geometry,index_right,utmZone,individualID,taxonID,siteID,plotID,plantStatus
4,580516.6000000001,5075147.7,580522.9,5075141.7,Tree,0.5571526288986206,WREF_079_2018.tif,0,"POLYGON ((580522.9 5075147.7, 580522.9 5075141.7, 580516.6000000001 5075141.7, 580516.6000000001 5075147.7, 580522.9 5075147.7))",14619,10N,NEON.PLA.D16.WREF.02169,TSHE,WREF,WREF_079,"Live, disease damaged"
4,580516.6000000001,5075147.7,580522.9,5075141.7,Tree,0.5571526288986206,WREF_079_2018.tif,0,"POLYGON ((580522.9 5075147.7, 580522.9 5075141.7, 580516.6000000001 5075141.7, 580516.6000000001 5075147.7, 580522.9 5075147.7))",14620,10N,NEON.PLA.D16.WREF.02174,TSHE,WREF,WREF_079,Live
4,580516.6000000001,5075147.7,580522.9,5075141.7,Tree,0.5571526288986206,WREF_079_2018.tif,0,"POLYGON ((580522.9 5075147.7, 580522.9 5075141.7, 580516.6000000001 5075141.7, 580516.6000000001 5075147.7, 580522.9 5075147.7))",14625,10N,NEON.PLA.D16.WREF.02206,PSMEM,WREF,WREF_079,Live
4,580516.6000000001,5075147.7,580522.9,5075141.7,Tree,0.5571526288986206,WREF_079_2018.tif,0,"POLYGON ((580522.9 5075147.7, 580522.9 5075141.7, 580516.6000000001 5075141.7, 580516.6000000001 5075147.7, 580522.9 5075147.7))",14626,10N,NEON.PLA.D16.WREF.02207,TSHE,WREF,WREF_079,Live
4,580516.6000000001,5075147.7,580522.9,5075141.7,Tree,0.5571526288986206,WREF_079_2018.tif,0,"POLYGON ((580522.9 5075147.7, 580522.9 5075141.7, 580516.6000000001 5075141.7, 580516.6000000001 5075147.7, 580522.9 5075147.7))",14624,10N,NEON.PLA.D16.WREF.02205,ALRU2,WREF,WREF_079,"Live, broken bole"
5,580508.7000000001,5075162.800000001,580511.7000000001,5075157.4,Tree,0.5538221597671509,WREF_079_2018.tif,0,"POLYGON ((580511.7000000001 5075162.800000001, 580511.7000000001 5075157.4, 580508.7000000001 5075157.4, 580508.7000000001 5075162.800000001, 580511.7000000001 5075162.800000001))",14628,10N,NEON.PLA.D16.WREF.02209,TABR2,WREF,WREF_079,Live
6,580542.5000000001,5075169.800000001,580548.2000000001,5075164.300000001,Tree,0.5384534597396851,WREF_079_2018.tif,0,"POLYGON ((580548.2000000001 5075169.800000001, 580548.2000000001 5075164.300000001, 580542.5000000001 5075164.300000001, 580542.5000000001 5075169.800000001, 580548.2000000001 5075169.800000001))",14633,10N,NEON.PLA.D16.WREF.02214,TSHE,WREF,WREF_079,"Live, broken bole"
9,580520.6000000001,5075153.800000001,580523.9,5075150.7,Tree,0.5179736018180847,WREF_079_2018.tif,0,"POLYGON ((580523.9 5075153.800000001, 580523.9 5075150.7, 580520.6000000001 5075150.7, 580520.6000000001 5075153.800000001, 580523.9 5075153.800000001))",14612,10N,NEON.PLA.D16.WREF.02144,ABAM,WREF,WREF_079,"Live, physically damaged"
13,580538.7000000001,5075179.100000001,580543.7000000001,5075173.600000001,Tree,0.49081653356552124,WREF_079_2018.tif,0,"POLYGON ((580543.7000000001 5075179.100000001, 580543.7000000001 5075173.600000001, 580538.7000000001 5075173.600000001, 580538.7000000001 5075179.100000001, 580543.7000000001 5075179.100000001))",14643,10N,NEON.PLA.D16.WREF.02419,TSHE,WREF,WREF_079,Live
13,580538.7000000001,5075179.100000001,580543.7000000001,5075173.600000001,Tree,0.49081653356552124,WREF_079_2018.tif,0,"POLYGON ((580543.7000000001 5075179.100000001, 580543.7000000001 5075173.600000001, 580538.7000000001 5075173.600000001, 580538.7000000001 5075179.100000001, 580543.7000000001 5075179.100000001))",14642,10N,NEON.PLA.D16.WREF.02418,ABAM,WREF,WREF_079,Live
14,580529.6000000001,5075170.7,580532.2000000001,5075168.100000001,Tree,0.49040156602859497,WREF_079_2018.tif,0,"POLYGON ((580532.2000000001 5075170.7, 580532.2000000001 5075168.100000001, 580529.6000000001 5075168.100000001, 580529.6000000001 5075170.7, 580532.2000000001 5075170.7))",14645,10N,NEON.PLA.D16.WREF.02422,ABAM,WREF,WREF_079,Standing dead
14,580529.6000000001,5075170.7,580532.2000000001,5075168.100000001,Tree,0.49040156602859497,WREF_079_2018.tif,0,"POLYGON ((580532.2000000001 5075170.7, 580532.2000000001 5075168.100000001, 580529.6000000001 5075168.100000001, 580529.6000000001 5075170.7, 580532.2000000001 5075170.7))",14638,10N,NEON.PLA.D16.WREF.02413,ABAM,WREF,WREF_079,Live
14,580529.6000000001,5075170.7,580532.2000000001,5075168.100000001,Tree,0.49040156602859497,WREF_079_2018.tif,0,"POLYGON ((580532.2000000001 5075170.7, 580532.2000000001 5075168.100000001, 580529.6000000001 5075168.100000001, 580529.6000000001 5075170.7, 580532.2000000001 5075170.7))",14640,10N,NEON.PLA.D16.WREF.02415,ABAM,WREF,WREF_079,Live
15,580509.1000000001,5075157.100000001,580514.8,5075151.5,Tree,0.4856595993041992,WREF_079_2018.tif,0,"POLYGON ((580514.8 5075157.100000001, 580514.8 5075151.5, 580509.1000000001 5075151.5, 580509.1000000001 5075157.100000001, 580514.8 5075157.100000001))",14627,10N,NEON.PLA.D16.WREF.02208,TSHE,WREF,WREF_079,Live
17,580509.8,5075148.600000001,580513.3,5075145.2,Tree,0.4690127968788147,WREF_079_2018.tif,0,"POLYGON ((580513.3 5075148.600000001, 580513.3 5075145.2, 580509.8 5075145.2, 580509.8 5075148.600000001, 580513.3 5075148.600000001))",14653,10N,NEON.PLA.D16.WREF.04303,TSHE,WREF,WREF_079,"Live, physically damaged"
17,580509.8,5075148.600000001,580513.3,5075145.2,Tree,0.4690127968788147,WREF_079_2018.tif,0,"POLYGON ((580513.3 5075148.600000001, 580513.3 5075145.2, 580509.8 5075145.2, 580509.8 5075148.600000001, 580513.3 5075148.600000001))",14654,10N,NEON.PLA.D16.WREF.04304,TSHE,WREF,WREF_079,"Live, broken bole"
17,580509.8,5075148.600000001,580513.3,5075145.2,Tree,0.4690127968788147,WREF_079_2018.tif,0,"POLYGON ((580513.3 5075148.600000001, 580513.3 5075145.2, 580509.8 5075145.2, 580509.8 5075148.600000001, 580513.3 5075148.600000001))",14655,10N,NEON.PLA.D16.WREF.04305,TSHE,WREF,WREF_079,Live
19,580518.0000000001,5075165.4,580523.5000000001,5075160.100000001,Tree,0.45529934763908386,WREF_079_2018.tif,0,"POLYGON ((580523.5000000001 5075165.4, 580523.5000000001 5075160.100000001, 580518.0000000001 5075160.100000001, 580518.0000000001 5075165.4, 580523.5000000001 5075165.4))",14618,10N,NEON.PLA.D16.WREF.02164,ABAM,WREF,WREF_079,Live
25,580533.2000000001,5075180.7,580538.6000000001,5075175.9,Tree,0.39418089389801025,WREF_079_2018.tif,0,"POLYGON ((580538.6000000001 5075180.7, 580538.6000000001 5075175.9, 580533.2000000001 5075175.9, 580533.2000000001 5075180.7, 580538.6000000001 5075180.7))",14634,10N,NEON.PLA.D16.WREF.02215,TSHE,WREF,WREF_079,"Live, broken bole"
0,580740.1000000001,5075106.0,580743.9,5075101.6,Tree,0.7058029174804688,WREF_080_2019.tif,0,"POLYGON ((580743.9 5075106, 580743.9 5075101.6, 580740.1000000001 5075101.6, 580740.1000000001 5075106, 580743.9 5075106))",14707,10N,NEON.PLA.D16.WREF.05791,PSMEM,WREF,WREF_080,Live
0,580740.1000000001,5075106.0,580743.9,5075101.6,Tree,0.7058029174804688,WREF_080_2019.tif,0,"POLYGON ((580743.9 5075106, 580743.9 5075101.6, 580740.1000000001 5075101.6, 580740.1000000001 5075106, 580743.9 5075106))",14674,10N,NEON.PLA.D16.WREF.04045,PSMEM,WREF,WREF_080,Live
1,580734.5000000001,5075098.6,580737.7000000001,5075095.2,Tree,0.6828230619430542,WREF_080_2019.tif,0,"POLYGON ((580737.7000000001 5075098.6, 580737.7000000001 5075095.2, 580734.5000000001 5075095.2, 580734.5000000001 5075098.6, 580737.7000000001 5075098.6))",14662,10N,NEON.PLA.D16.WREF.04007,PIMO3,WREF,WREF_080,Live
1,580734.5000000001,5075098.6,580737.7000000001,5075095.2,Tree,0.6828230619430542,WREF_080_2019.tif,0,"POLYGON ((580737.7000000001 5075098.6, 580737.7000000001 5075095.2, 580734.5000000001 5075095.2, 580734.5000000001 5075098.6, 580737.7000000001 5075098.6))",14661,10N,NEON.PLA.D16.WREF.04006,PSMEM,WREF,WREF_080,Live
1,580734.5000000001,5075098.6,580737.7000000001,5075095.2,Tree,0.6828230619430542,WREF_080_2019.tif,0,"POLYGON ((580737.7000000001 5075098.6, 580737.7000000001 5075095.2, 580734.5000000001 5075095.2, 580734.5000000001 5075098.6, 580737.7000000001 5075098.6))",14673,10N,NEON.PLA.D16.WREF.04044,PSMEM,WREF,WREF_080,"Live,  other damage"
2,580738.0000000001,5075110.3,580741.6000000001,5075106.5,Tree,0.6761766076087952,WREF_080_2019.tif,0,"POLYGON ((580741.6000000001 5075110.3, 580741.6000000001 5075106.5, 580738.0000000001 5075106.5, 580738.0000000001 5075110.3, 580741.6000000001 5075110.3))",14709,10N,NEON.PLA.D16.WREF.05793,PIMO3,WREF,WREF_080,"Live, disease damaged"
7,580732.5000000001,5075104.9,580735.6000000001,5075101.9,Tree,0.6445848345756531,WREF_080_2019.tif,0,"POLYGON ((580735.6000000001 5075104.9, 580735.6000000001 5075101.9, 580732.5000000001 5075101.9, 580732.5000000001 5075104.9, 580735.6000000001 5075104.9))",14705,10N,NEON.PLA.D16.WREF.05789,PIMO3,WREF,WREF_080,"Live, disease damaged"
9,580724.4,5075113.8,580728.5000000001,5075109.3,Tree,0.6360898017883301,WREF_080_2019.tif,0,"POLYGON ((580728.5000000001 5075113.8, 580728.5000000001 5075109.3, 580724.4 5075109.3, 580724.4 5075113.8, 580728.5000000001 5075113.8))",14690,10N,NEON.PLA.D16.WREF.05512,PSMEM,WREF,WREF_080,"Live, broken bole"
9,580724.4,5075113.8,580728.5000000001,5075109.3,Tree,0.6360898017883301,WREF_080_2019.tif,0,"POLYGON ((580728.5000000001 5075113.8, 580728.5000000001 5075109.3, 580724.4 5075109.3, 580724.4 5075113.8, 580728.5000000001 5075113.8))",14689,10N,NEON.PLA.D16.WREF.05511,PSMEM,WREF,WREF_080,Live
13,580734.3,5075114.5,580738.4,5075110.6,Tree,0.6267682909965515,WREF_080_2019.tif,0,"POLYGON ((580738.4 5075114.5, 580738.4 5075110.6, 580734.3 5075110.6, 580734.3 5075114.5, 580738.4 5075114.5))",14710,10N,NEON.PLA.D16.WREF.05794,PIMO3,WREF,WREF_080,"Live, disease damaged"
13,580734.3,5075114.5,580738.4,5075110.6,Tree,0.6267682909965515,WREF_080_2019.tif,0,"POLYGON ((580738.4 5075114.5, 580738.4 5075110.6, 580734.3 5075110.6, 580734.3 5075114.5, 580738.4 5075114.5))",14679,10N,NEON.PLA.D16.WREF.05501,PIMO3,WREF,WREF_080,"Live, disease damaged"
13,580734.3,5075114.5,580738.4,5075110.6,Tree,0.6267682909965515,WREF_080_2019.tif,0,"POLYGON ((580738.4 5075114.5, 580738.4 5075110.6, 580734.3 5075110.6, 580734.3 5075114.5, 580738.4 5075114.5))",14715,10N,NEON.PLA.D16.WREF.05799,PSMEM,WREF,WREF_080,Live
13,580734.3,5075114.5,580738.4,5075110.6,Tree,0.6267682909965515,WREF_080_2019.tif,0,"POLYGON ((580738.4 5075114.5, 580738.4 5075110.6, 580734.3 5075110.6, 580734.3 5075114.5, 580738.4 5075114.5))",14714,10N,NEON.PLA.D16.WREF.05798,PSMEM,WREF,WREF_080,Live
14,580733.1000000001,5075094.3,580737.3,5075090.0,Tree,0.6199526786804199,WREF_080_2019.tif,0,"POLYGON ((580737.3 5075094.3, 580737.3 5075090, 580733.1000000001 5075090, 580733.1000000001 5075094.3, 580737.3 5075094.3))",14659,10N,NEON.PLA.D16.WREF.04004,PSMEM,WREF,WREF_080,Live
14,580733.1000000001,5075094.3,580737.3,5075090.0,Tree,0.6199526786804199,WREF_080_2019.tif,0,"POLYGON ((580737.3 5075094.3, 580737.3 5075090, 580733.1000000001 5075090, 580733.1000000001 5075094.3, 580737.3 5075094.3))",14663,10N,NEON.PLA.D16.WREF.04009,PSMEM,WREF,WREF_080,Live
25,580724.6000000001,5075098.4,580728.5000000001,5075094.5,Tree,0.5829725861549377,WREF_080_2019.tif,0,"POLYGON ((580728.5000000001 5075098.4, 580728.5000000001 5075094.5, 580724.6000000001 5075094.5, 580724.6000000001 5075098.4, 580728.5000000001 5075098.4))",14678,10N,NEON.PLA.D16.WREF.04493,PSMEM,WREF,WREF_080,Live
35,580731.8,5075097.0,580734.5000000001,5075094.3,Tree,0.552512526512146,WREF_080_2019.tif,0,"POLYGON ((580734.5000000001 5075097, 580734.5000000001 5075094.3, 580731.8 5075094.3, 580731.8 5075097, 580734.5000000001 5075097))",14658,10N,NEON.PLA.D16.WREF.04003,ABAM,WREF,WREF_080,Live
35,580731.8,5075097.0,580734.5000000001,5075094.3,Tree,0.552512526512146,WREF_080_2019.tif,0,"POLYGON ((580734.5000000001 5075097, 580734.5000000001 5075094.3, 580731.8 5075094.3, 580731.8 5075097, 580734.5000000001 5075097))",14660,10N,NEON.PLA.D16.WREF.04005,PSMEM,WREF,WREF_080,"Live, broken bole"
47,580727.8,5075116.2,580731.2000000001,5075112.6,Tree,0.5320945382118225,WREF_080_2019.tif,0,"POLYGON ((580731.2000000001 5075116.2, 580731.2000000001 5075112.6, 580727.8 5075112.6, 580727.8 5075116.2, 580731.2000000001 5075116.2))",14680,10N,NEON.PLA.D16.WREF.05502,PSMEM,WREF,WREF_080,Live
47,580727.8,5075116.2,580731.2000000001,5075112.6,Tree,0.5320945382118225,WREF_080_2019.tif,0,"POLYGON ((580731.2000000001 5075116.2, 580731.2000000001 5075112.6, 580727.8 5075112.6, 580727.8 5075116.2, 580731.2000000001 5075116.2))",14681,10N,NEON.PLA.D16.WREF.05503,PSMEM,WREF,WREF_080,Live
51,580730.9,5075106.1,580733.0000000001,5075103.9,Tree,0.5162253379821777,WREF_080_2019.tif,0,"POLYGON ((580733.0000000001 5075106.1, 580733.0000000001 5075103.9, 580730.9 5075103.9, 580730.9 5075106.1, 580733.0000000001 5075106.1))",14703,10N,NEON.PLA.D16.WREF.05787,PIMO3,WREF,WREF_080,"Live, disease damaged"
52,580734.1000000001,5075109.5,580737.3,5075106.2,Tree,0.5089770555496216,WREF_080_2019.tif,0,"POLYGON ((580737.3 5075109.5, 580737.3 5075106.2, 580734.1000000001 5075106.2, 580734.1000000001 5075109.5, 580737.3 5075109.5))",14712,10N,NEON.PLA.D16.WREF.05796,PSMEM,WREF,WREF_080,Live
52,580734.1000000001,5075109.5,580737.3,5075106.2,Tree,0.5089770555496216,WREF_080_2019.tif,0,"POLYGON ((580737.3 5075109.5, 580737.3 5075106.2, 580734.1000000001 5075106.2, 580734.1000000001 5075109.5, 580737.3 5075109.5))",14708,10N,NEON.PLA.D16.WREF.05792,PSMEM,WREF,WREF_080,"Live, broken bole"
55,580725.0000000001,5075088.0,580727.4,5075085.6,Tree,0.5070011019706726,WREF_080_2019.tif,0,"POLYGON ((580727.4 5075088, 580727.4 5075085.6, 580725.0000000001 5075085.6, 580725.0000000001 5075088, 580727.4 5075088))",14672,10N,NEON.PLA.D16.WREF.04018,PIMO3,WREF,WREF_080,"Live, disease damaged"
65,580730.2000000001,5075118.2,580733.2000000001,5075115.2,Tree,0.48462462425231934,WREF_080_2019.tif,0,"POLYGON ((580733.2000000001 5075118.2, 580733.2000000001 5075115.2, 580730.2000000001 5075115.2, 580730.2000000001 5075118.2, 580733.2000000001 5075118.2))",14682,10N,NEON.PLA.D16.WREF.05504,PSMEM,WREF,WREF_080,Live
72,580721.2000000001,5075121.7,580723.7000000001,5075116.1,Tree,0.4707626402378082,WREF_080_2019.tif,0,"POLYGON ((580723.7000000001 5075121.7, 580723.7000000001 5075116.1, 580721.2000000001 5075116.1, 580721.2000000001 5075121.7, 580723.7000000001 5075121.7))",14695,10N,NEON.PLA.D16.WREF.05520,TSHE,WREF,WREF_080,Live
76,580736.1000000001,5075121.1,580739.3,5075118.3,Tree,0.45858457684516907,WREF_080_2019.tif,0,"POLYGON ((580739.3 5075121.1, 580739.3 5075118.3, 580736.1000000001 5075118.3, 580736.1000000001 5075121.1, 580739.3 5075121.1))",14683,10N,NEON.PLA.D16.WREF.05505,PIMO3,WREF,WREF_080,"Live, disease damaged"
78,580721.3,5075103.3,580724.4,5075099.6,Tree,0.45014727115631104,WREF_080_2019.tif,0,"POLYGON ((580724.4 5075103.3, 580724.4 5075099.6, 580721.3 5075099.6, 580721.3 5075103.3, 580724.4 5075103.3))",14677,10N,NEON.PLA.D16.WREF.04492,PSMEM,WREF,WREF_080,Live
81,580721.3,5075107.3,580724.5000000001,5075103.9,Tree,0.44318920373916626,WREF_080_2019.tif,0,"POLYGON ((580724.5000000001 5075107.3, 580724.5000000001 5075103.9, 580721.3 5075103.9, 580721.3 5075107.3, 580724.5000000001 5075107.3))",14696,10N,NEON.PLA.D16.WREF.05525,PSMEM,WREF,WREF_080,Live
81,580721.3,5075107.3,580724.5000000001,5075103.9,Tree,0.44318920373916626,WREF_080_2019.tif,0,"POLYGON ((580724.5000000001 5075107.3, 580724.5000000001 5075103.9, 580721.3 5075103.9, 580721.3 5075107.3, 580724.5000000001 5075107.3))",14697,10N,NEON.PLA.D16.WREF.05526,PSMEM,WREF,WREF_080,Live
81,580721.3,5075107.3,580724.5000000001,5075103.9,Tree,0.44318920373916626,WREF_080_2019.tif,0,"POLYGON ((580724.5000000001 5075107.3, 580724.5000000001 5075103.9, 580721.3 5075103.9, 580721.3 5075107.3, 580724.5000000001 5075107.3))",14699,10N,NEON.PLA.D16.WREF.05783,PSMEM,WREF,WREF_080,Live
89,580721.2000000001,5075112.2,580723.0000000001,5075109.2,Tree,0.43279537558555603,WREF_080_2019.tif,0,"POLYGON ((580723.0000000001 5075112.2, 580723.0000000001 5075109.2, 580721.2000000001 5075109.2, 580721.2000000001 5075112.2, 580723.0000000001 5075112.2))",14693,10N,NEON.PLA.D16.WREF.05516,PSMEM,WREF,WREF_080,Live
93,580731.4,5075122.5,580735.1000000001,5075118.7,Tree,0.4298948049545288,WREF_080_2019.tif,0,"POLYGON ((580735.1000000001 5075122.5, 580735.1000000001 5075118.7, 580731.4 5075118.7, 580731.4 5075122.5, 580735.1000000001 5075122.5))",14687,10N,NEON.PLA.D16.WREF.05509,PSMEM,WREF,WREF_080,Live
93,580731.4,5075122.5,580735.1000000001,5075118.7,Tree,0.4298948049545288,WREF_080_2019.tif,0,"POLYGON ((580735.1000000001 5075122.5, 580735.1000000001 5075118.7, 580731.4 5075118.7, 580731.4 5075122.5, 580735.1000000001 5075122.5))",14686,10N,NEON.PLA.D16.WREF.05508,PSMEM,WREF,WREF_080,Live
1,581320.0,5074918.1,581327.7000000001,5074910.2,Tree,0.6687049865722656,WREF_081_2018.tif,0,"POLYGON ((581327.7000000001 5074918.1, 581327.7000000001 5074910.2, 581320 5074910.2, 581320 5074918.1, 581327.7000000001 5074918.1))",14731,10N,NEON.PLA.D16.WREF.03288,TSHE,WREF,WREF_081,Live
1,581320.0,5074918.1,581327.7000000001,5074910.2,Tree,0.6687049865722656,WREF_081_2018.tif,0,"POLYGON ((581327.7000000001 5074918.1, 581327.7000000001 5074910.2, 581320 5074910.2, 581320 5074918.1, 581327.7000000001 5074918.1))",14735,10N,NEON.PLA.D16.WREF.03293,PSMEM,WREF,WREF_081,Live
1,581320.0,5074918.1,581327.7000000001,5074910.2,Tree,0.6687049865722656,WREF_081_2018.tif,0,"POLYGON ((581327.7000000001 5074918.1, 581327.7000000001 5074910.2, 581320 5074910.2, 581320 5074918.1, 581327.7000000001 5074918.1))",14736,10N,NEON.PLA.D16.WREF.03294,PSMEM,WREF,WREF_081,Live
2,581317.8,5074934.6,581328.9,5074922.5,Tree,0.6021347045898438,WREF_081_2018.tif,0,"POLYGON ((581328.9 5074934.6, 581328.9 5074922.5, 581317.8 5074922.5, 581317.8 5074934.6, 581328.9 5074934.6))",14725,10N,NEON.PLA.D16.WREF.03282,TSHE,WREF,WREF_081,Live
15,581312.6,5074923.2,581321.3,5074915.1,Tree,0.35199838876724243,WREF_081_2018.tif,0,"POLYGON ((581321.3 5074923.2, 581321.3 5074915.1, 581312.6 5074915.1, 581312.6 5074923.2, 581321.3 5074923.2))",14725,10N,NEON.PLA.D16.WREF.03282,TSHE,WREF,WREF_081,Live
2,581317.8,5074934.6,581328.9,5074922.5,Tree,0.6021347045898438,WREF_081_2018.tif,0,"POLYGON ((581328.9 5074934.6, 581328.9 5074922.5, 581317.8 5074922.5, 581317.8 5074934.6, 581328.9 5074934.6))",14716,10N,NEON.PLA.D16.WREF.03272,TSHE,WREF,WREF_081,"Live, broken bole"
21,581321.3,5074936.1,581324.8,5074932.8,Tree,0.2516666352748871,WREF_081_2018.tif,0,"POLYGON ((581324.8 5074936.1, 581324.8 5074932.8, 581321.3 5074932.8, 581321.3 5074936.1, 581324.8 5074936.1))",14716,10N,NEON.PLA.D16.WREF.03272,TSHE,WREF,WREF_081,"Live, broken bole"
2,581317.8,5074934.6,581328.9,5074922.5,Tree,0.6021347045898438,WREF_081_2018.tif,0,"POLYGON ((581328.9 5074934.6, 581328.9 5074922.5, 581317.8 5074922.5, 581317.8 5074934.6, 581328.9 5074934.6))",14726,10N,NEON.PLA.D16.WREF.03283,TSHE,WREF,WREF_081,Live
4,581321.2000000001,5074909.9,581327.9,5074904.1,Tree,0.5511460900306702,WREF_081_2018.tif,0,"POLYGON ((581327.9 5074909.9, 581327.9 5074904.1, 581321.2000000001 5074904.1, 581321.2000000001 5074909.9, 581327.9 5074909.9))",14729,10N,NEON.PLA.D16.WREF.03286,TSHE,WREF,WREF_081,Live
5,581313.6,5074906.1,581321.8,5074900.5,Tree,0.538451075553894,WREF_081_2018.tif,0,"POLYGON ((581321.8 5074906.1, 581321.8 5074900.5, 581313.6 5074900.5, 581313.6 5074906.1, 581321.8 5074906.1))",14727,10N,NEON.PLA.D16.WREF.03284,PSMEM,WREF,WREF_081,Live
6,581319.0,5074940.5,581323.5,5074937.1,Tree,0.5307044386863708,WREF_081_2018.tif,0,"POLYGON ((581323.5 5074940.5, 581323.5 5074937.1, 581319 5074937.1, 581319 5074940.5, 581323.5 5074940.5))",14718,10N,NEON.PLA.D16.WREF.03274,THPL,WREF,WREF_081,Standing dead
6,581319.0,5074940.5,581323.5,5074937.1,Tree,0.5307044386863708,WREF_081_2018.tif,0,"POLYGON ((581323.5 5074940.5, 581323.5 5074937.1, 581319 5074937.1, 581319 5074940.5, 581323.5 5074940.5))",14717,10N,NEON.PLA.D16.WREF.03273,ABAM,WREF,WREF_081,Live
9,581307.3,5074937.9,581318.3,5074927.1,Tree,0.5075515508651733,WREF_081_2018.tif,0,"POLYGON ((581318.3 5074937.9, 581318.3 5074927.1, 581307.3 5074927.1, 581307.3 5074937.9, 581318.3 5074937.9))",14723,10N,NEON.PLA.D16.WREF.03279,TSHE,WREF,WREF_081,Live
9,581307.3,5074937.9,581318.3,5074927.1,Tree,0.5075515508651733,WREF_081_2018.tif,0,"POLYGON ((581318.3 5074937.9, 581318.3 5074927.1, 581307.3 5074927.1, 581307.3 5074937.9, 581318.3 5074937.9))",14724,10N,NEON.PLA.D16.WREF.03280,TSHE,WREF,WREF_081,Live
9,581307.3,5074937.9,581318.3,5074927.1,Tree,0.5075515508651733,WREF_081_2018.tif,0,"POLYGON ((581318.3 5074937.9, 581318.3 5074927.1, 581307.3 5074927.1, 581307.3 5074937.9, 581318.3 5074937.9))",14722,10N,NEON.PLA.D16.WREF.03278,TSHE,WREF,WREF_081,Live
15,581312.6,5074923.2,581321.3,5074915.1,Tree,0.35199838876724243,WREF_081_2018.tif,0,"POLYGON ((581321.3 5074923.2, 581321.3 5074915.1, 581312.6 5074915.1, 581312.6 5074923.2, 581321.3 5074923.2))",14740,10N,NEON.PLA.D16.WREF.04293,TSHE,WREF,WREF_081,Live
15,581312.6,5074923.2,581321.3,5074915.1,Tree,0.35199838876724243,WREF_081_2018.tif,0,"POLYGON ((581321.3 5074923.2, 581321.3 5074915.1, 581312.6 5074915.1, 581312.6 5074923.2, 581321.3 5074923.2))",14732,10N,NEON.PLA.D16.WREF.03289,TSHE,WREF,WREF_081,"Live, disease damaged"
19,581327.9,5074906.3,581330.2000000001,5074903.9,Tree,0.28067147731781006,WREF_081_2018.tif,0,"POLYGON ((581330.2000000001 5074906.3, 581330.2000000001 5074903.9, 581327.9 5074903.9, 581327.9 5074906.3, 581330.2000000001 5074906.3))",14741,10N,NEON.PLA.D16.WREF.04764,ABAM,WREF,WREF_081,Live
26,581313.3,5074940.5,581318.4,5074938.6,Tree,0.20555774867534637,WREF_081_2018.tif,0,"POLYGON ((581318.4 5074940.5, 581318.4 5074938.6, 581313.3 5074938.6, 581313.3 5074940.5, 581318.4 5074940.5))",14721,10N,NEON.PLA.D16.WREF.03277,TSHE,WREF,WREF_081,Live
36,581325.5,5074938.4,581327.4,5074936.5,Tree,0.14628605544567108,WREF_081_2018.tif,0,"POLYGON ((581327.4 5074938.4, 581327.4 5074936.5, 581325.5 5074936.5, 581325.5 5074938.4, 581327.4 5074938.4))",14739,10N,NEON.PLA.D16.WREF.04285,PSMEM,WREF,WREF_081,"Dead, broken bole"
2,580565.6,5074885.7,580572.7000000001,5074878.5,Tree,0.6288709044456482,WREF_083_2018.tif,0,"POLYGON ((580572.7000000001 5074885.7, 580572.7000000001 5074878.5, 580565.6 5074878.5, 580565.6 5074885.7, 580572.7000000001 5074885.7))",14752,10N,NEON.PLA.D16.WREF.04908,TSHE,WREF,WREF_083,Live
2,580565.6,5074885.7,580572.7000000001,5074878.5,Tree,0.6288709044456482,WREF_083_2018.tif,0,"POLYGON ((580572.7000000001 5074885.7, 580572.7000000001 5074878.5, 580565.6 5074878.5, 580565.6 5074885.7, 580572.7000000001 5074885.7))",14751,10N,NEON.PLA.D16.WREF.04907,PSMEM,WREF,WREF_083,Live
2,580565.6,5074885.7,580572.7000000001,5074878.5,Tree,0.6288709044456482,WREF_083_2018.tif,0,"POLYGON ((580572.7000000001 5074885.7, 580572.7000000001 5074878.5, 580565.6 5074878.5, 580565.6 5074885.7, 580572.7000000001 5074885.7))",14753,10N,NEON.PLA.D16.WREF.04909,PSMEM,WREF,WREF_083,Live
5,580577.9,5074877.9,580583.8,5074870.5,Tree,0.5889050364494324,WREF_083_2018.tif,0,"POLYGON ((580583.8 5074877.9, 580583.8 5074870.5, 580577.9 5074870.5, 580577.9 5074877.9, 580583.8 5074877.9))",14760,10N,NEON.PLA.D16.WREF.04934,PSMEM,WREF,WREF_083,Live
7,580557.6,5074892.100000001,580565.3,5074882.4,Tree,0.5263376832008362,WREF_083_2018.tif,0,"POLYGON ((580565.3 5074892.100000001, 580565.3 5074882.4, 580557.6 5074882.4, 580557.6 5074892.100000001, 580565.3 5074892.100000001))",14750,10N,NEON.PLA.D16.WREF.04808,TSHE,WREF,WREF_083,Live
24,580553.5,5074884.4,580558.7000000001,5074880.100000001,Tree,0.32885053753852844,WREF_083_2018.tif,0,"POLYGON ((580558.7000000001 5074884.4, 580558.7000000001 5074880.100000001, 580553.5 5074880.100000001, 580553.5 5074884.4, 580558.7000000001 5074884.4))",14750,10N,NEON.PLA.D16.WREF.04808,TSHE,WREF,WREF_083,Live
7,580557.6,5074892.100000001,580565.3,5074882.4,Tree,0.5263376832008362,WREF_083_2018.tif,0,"POLYGON ((580565.3 5074892.100000001, 580565.3 5074882.4, 580557.6 5074882.4, 580557.6 5074892.100000001, 580565.3 5074892.100000001))",14749,10N,NEON.PLA.D16.WREF.04807,PSMEM,WREF,WREF_083,Live
